1.569082, 0.398760, 0.422167, 239547000
1.544070, 0.406697, 0.452383, 244229000
1.640516, 0.395510, 0.465182, 248675000
1.754581, 0.400045, 0.495414, 253105000
1.658072, 0.402484, 0.521058, 256296000
1.694150, 0.405634, 0.547607, 259675000
1.664746, 0.411019, 0.575227, 263033000
1.553142, 0.416655, 0.600308, 266388000
1.850299, 0.421808, 0.630358, 269374000
1.668324, 0.426807, 0.656017, 272350000
1.860908, 0.432488, 0.685682, 275350000
1.583331, 0.439764, 0.710766, 278292000
1.616968, 0.446792, 0.735776, 281320000
1.636576, 0.452362, 0.759251, 284411000
1.823191, 0.457024, 0.785099, 287526000
1.788041, 0.462347, 0.810375, 290910000
1.700476, 0.467129, 0.832863, 294350000
1.638628, 0.472146, 0.853895, 297702000
1.604718, 0.476053, 0.872740, 301067000
1.850883, 0.479355, 0.895539, 304199000
1.737252, 0.474988, 0.908093, 308236000
1.004486, 0.465409, 0.900634, 311687000
-0.908308, 0.449708, 0.849068, 314825000
3.601674, 0.440746, 0.895337, 318222000
4.944303, 0.430076, 0.965861, 321569000
3.781017, 0.418573, 1.010890, 324660000
1.954295, 0.402211, 1.013724, 329893000
2.114527, 0.392488, 1.026211, 333358000
1.738463, 0.384566, 1.032693, 336821000
1.878886, 0.379784, 1.044931, 340231000
1.572670, 0.375650, 1.051433, 343349000
1.740528, 0.368050, 1.057768, 346810000
1.684460, 0.339536, 1.042358, 358496000
1.987219, 0.316506, 1.038685, 363430000
1.897869, 0.284586, 1.024588, 368484000
1.756402, 0.261472, 1.016573, 373279000
1.238259, 0.261031, 1.020574, 376935000
1.457155, 0.240512, 1.009197, 382129000
2.037724, 0.201501, 0.991537, 385934000
2.264834, 0.186182, 1.001990, 391193000
0.875289, 0.187073, 1.000329, 395061000
1.407104, 0.194627, 1.015868, 399910000
1.731434, 0.196565, 1.032078, 404972000
1.629214, 0.197715, 1.045148, 408545000
1.590450, 0.198144, 1.056474, 414063000
1.966638, 0.191336, 1.068006, 419197000
1.769470, 0.146144, 1.037747, 423944000
1.508460, 0.109287, 1.011042, 428728000
1.439692, 0.092262, 1.002930, 435794000
2.084810, 0.089033, 1.021403, 439513000
1.579775, 0.076946, 1.020725, 444905000
1.689686, 0.056284, 1.013856, 449795000
1.436208, 0.030525, 0.997060, 454912000
1.487312, 0.002391, 0.979293, 459740000
3.908084, -0.095955, 0.941489, 464683000
1.037876, -0.163500, 0.877223, 470539000
2.168087, -0.255229, 0.813146, 476699000
2.633884, -0.436888, 0.671535, 481635000
1.054177, -0.577589, 0.541301, 486561000
1.476170, -0.685750, 0.454000, 490125000
0.184114, -0.776867, 0.359308, 495481000
0.872571, -0.838665, 0.309011, 499277000
0.745051, -0.923792, 0.234308, 504611000
1.482196, -0.984252, 0.200014, 508436000
0.628052, -1.055735, 0.138522, 513562000
0.196497, -1.090122, 0.105982, 517363000
0.353215, -1.116358, 0.085215, 521022000
0.637187, -1.150927, 0.062377, 526172000
0.501705, -1.204799, 0.018369, 531380000
